description,image_urls,images,misc,ranking,rating,season,title
"Unsuspecting inhabitants of the planet Earth are going about their business, enjoying a bright and particularly beautiful sunny day, when a young Japanese boy spots a shiny object falling from the sky... Has an alien invasion finally begun?,
,
Elsewhere in Japan, ,, frog sergeant and leader of the Space Invasion Army Special Tactics Platoon of the 58th Planet in the Gamma Planetary System, has discovered the perfect hideout. He infiltrates the home of the Hinata family in an attempt to establish a headquarters that he and his troops could use to prepare for world domination... but earthlings Fuyuki and Natsumi Hinata are too much for him to handle! Natsumi instinctively calls them out of hiding, leaving the hapless sergeant no option but to reveal his secret identity. The two siblings soon welcome the sergeant to their home, all thanks to Fuyuki’s generos—err... curiosity.,
,
The Sergeant has successfully infiltrated his first target area! Or has he? Join , in his dastardly attempt to take over the world!",https://cdn.myanimelist.net/images/anime/2/21764.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/2/21764.jpg', 'path': 'full/a9492b105a3af3bd31f8aa0fa48b1a41af0e2c62.jpg', 'checksum': '84db5171110897256666870bf0b92550', 'status': 'downloaded'}]",Comedy;Mecha;Parody;Sci-Fi;Shounen,#1085,7.69,Spring 2004,Keroro Gunsou
"After living together for three years, Misaki Takahashi and Akihiko ""Usagi"" Usami's relationship has been progressing smoothly. However, all great relationships have problems, and theirs is just beginning. With a new rival on the horizon, Usagi worries about Misaki's feelings towards him. ,
,
Meanwhile, Ryuuichirou Isaka has always loved to intrude on Misaki and Usagi's love life, but his own love life hasn't been all smooth sailing—Isaka and his secretary Kaoru Asahina have been dating for a few years; however, Asahina prefers to keep their professional and private lives separate, often leading to troubled waters between them.,
,
As for Nowaki Kusama and Hiroki Kamijou, now that their careers are finally taking off, they hardly see each other anymore. With the time they spend together lessening, doubts and insecurities threaten to creep in between them. On the other hand, the 17-year age gap between Shinobu Takatsuki and You Miyagi has been a constant barrier in their relationship, but as they learn more about each other, their self-consciousness continues to fade.,
,
The beloved couples of Junjou Romantica, Junjou Egoist, and Junjou Terrorist are back again, this time with a new addition: Junjou Mistake!,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/2/74170.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/2/74170.jpg', 'path': 'full/38e01fc4c99c5c0e9b943183b2c92b98bf225a00.jpg', 'checksum': '587319cbb2c87833375a842844a8f2bd', 'status': 'downloaded'}]",Comedy;Drama;Romance;Shounen Ai,#1082,7.69,Summer 2015,Junjou Romantica 3
"One night, Mikado Ryuugamine accepts an invitation to Shinra Kishitani's apartment, eager to talk to Celty as quite some time has passed since the two last spoke. But, much to his astonishment, he finds that a large group of Ikebukuro's finest has gathered there for a hot pot party.,
 ,
Already confused with the current situation, Mikado is further surprised to see that his friend and fellow Raira Academy student Anri Sonohara is there as well. As the two decide to take a seat together, a few members of the group begin reminiscing over events from days past: Mikado recalls an adventure from his childhood with Masaomi Kida, Anri explains how she came to be friends with Mika Harima, and Shizuo Heiwajima tells of his first meeting with Tom Tanaka.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/9/72248.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/9/72248.jpg', 'path': 'full/e2f95cc2cd4541f5fc94c3a95bf86447449dcdaa.jpg', 'checksum': 'ba12b4f59580f3848eccc898f826f1fb', 'status': 'downloaded'}]",Action;Mystery;Supernatural,#1079,7.69,,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou
"The warship Aegis Destroyer is conducting public exercises in Maizuru Bay where, coincidentally, a suspicious foreign ship was recently spotted. Conan Edogawa, Ran Mouri, Kogorou Mouri, Sonoko Suzuki, and the Detective Boys all receive a ticket to attend this event. However, while the ongoing military operations are underway, one of the crew members comes across a lieutenant's severed left arm. Conan later discovers that a foreign spy may have infiltrated the warship to obtain classified information by any means necessary. If the information were to leak, Japan's line of defense would be exposed, leaving the country unprotected from hostile attack.,
,
With the help of the police at sea while other friends and allies investigate on the mainland, Conan must now prevent this national crisis and identify the spy for the sake of Japan.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/4/47419.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/4/47419.jpg', 'path': 'full/9c2a8fe62c9e7450752130c8ddbba1907d8efb20.jpg', 'checksum': '2fe996190d98b6447d2f3608a41b7970', 'status': 'downloaded'}]",Adventure;Mystery;Comedy;Police;Shounen,#1078,7.69,,Detective Conan Movie 17: Private Eye in the Distant Sea
"One day, a small kitten named Chi is found by a young boy named Youhei and his mother. They decide to bring her back to their home to live with them despite their apartment's rules against keeping any pets. Chi, Youhei, and Youhei's parents cherish their time together as they make new friends, good memories, and have fun times together.,
,
These short adventures revolve around the daily life of Chi and her family, in addition to the many friends that they make along the way. No matter what trouble Chi ends up getting into, she knows that her family will always love her!,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/6/7632.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/6/7632.jpg', 'path': 'full/dfdb3a10c8f57db02ec58de4fefb88be5fb2bebd.jpg', 'checksum': 'e019823d542426ea253ed59ea07bd114', 'status': 'downloaded'}]",Comedy;Slice of Life,#1077,7.69,Spring 2008,Chi's Sweet Home
"In the aftermath of the most devastating conflict mankind had ever experienced, the tiny island of Shikotan became part of the Sakhalin Oblast... and on the unhealed border in this remote corner of the world, friendship among children from two different countries timidly blossomed, striving to overcome language barriers and the waves of history. Inspired by true events.,
,
,
,
(Source: Production I.G)",https://cdn.myanimelist.net/images/anime/5/56297.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/5/56297.jpg', 'path': 'full/19cfa6957694112f4d46dc263def7a97383b1f88.jpg', 'checksum': '3f535e893e1e57909fa89c1327fd104f', 'status': 'downloaded'}]",Drama;Historical,#1080,7.69,,Giovanni no Shima
"Usagi Tsukino is an average student and crybaby klutz who constantly scores low on her tests. Unexpectedly, her humdrum life is turned upside down when she saves a cat with a crescent moon on its head from danger. The cat, named Luna, later reveals that their meeting was not an accident: Usagi is destined to become Sailor Moon, a planetary guardian with the power to protect the Earth. Given a special brooch that allows her to transform, she must use her new powers to save the city from evil energy-stealing monsters sent by the malevolent Queen Beryl of the Dark Kingdom.,
,
But getting accustomed to her powers and fighting villains are not the only things she has to worry about. She must find the lost princess of the Moon Kingdom, the other Sailor Guardians, and the Legendary Silver Crystal in order to save the planet from destruction.,
,
[Written by MAL Rewrite],
",https://cdn.myanimelist.net/images/anime/1440/92258.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1440/92258.jpg', 'path': 'full/654268053439f7ccde39d2360922b99ea0b0b42d.jpg', 'checksum': '2a0f49609de7b9b4d794e40ecd87adb8', 'status': 'downloaded'}]",Demons;Magic;Romance;Shoujo,#1075,7.69,Spring 1992,Bishoujo Senshi Sailor Moon
"Kazunari Usa is a high school freshman who will start living alone due to his parents now working in a different area. Excited for his new independent life, he hopes to go about his teenage days without the worry of dealing with any strange people, but as he soon discovers, his new boarding house Kawai Complex is far from ordinary.,
,
The various tenants at Kawai Complex are all quite eccentric characters. Shirosaki, Kazunari's roommate, is a pervert and masochist; Mayumi Nishikino, a borderline alcoholic office lady, hates couples because of her unfortunate luck with men; and Sayaka Watanabe, a seemingly innocent college student, enjoys leading men on. Shocked with the lack of decent individuals at his new residence, Kazunari is about to leave when he runs into shy senior student Ritsu Kawai and finds himself slowly falling in love with her.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/6/64629.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/6/64629.jpg', 'path': 'full/3354498165b5818db1d819bb2eee0940073c37bd.jpg', 'checksum': '277d4de7a84ae76b7e268d9e79243b88', 'status': 'downloaded'}]",Slice of Life;Comedy;Romance;School;Seinen,#1076,7.69,Spring 2014,Bokura wa Minna Kawai-sou
"The year is 320. Under the rule of the belligerent King Andragoras III, the Kingdom of Pars is at war with the neighboring empire, Lusitania. Though different from his father in many aspects, Arslan, the young prince, sets out to prove his valor on the battlefield for the very first time. However, when the king is betrayed by one of his most trusted officials, the Parsian army is decimated and the capital city of Ecbatana is sieged. With the army in shambles and the Lusitanians out for his head, Arslan is forced to go on the run. With a respected general by his side, Daryun, Arslan soon sets off on a journey in search of allies that will help him take back his home.,
,
However, the enemies that the prince faces are far from limited to just those occupying his kingdom. Armies of other kingdoms stand ready to conquer Ecbatana. Moreover, the mastermind behind Lusitania's victory, an enigmatic man hiding behind a silver mask, poses a dangerous threat to Arslan and his company as he possesses a secret that could jeopardize Arslan's right to succession.,
,
With the odds stacked against him, Arslan must find the strength and courage to overcome these obstacles, and allies who will help him fight in the journey that will help prepare him for the day he becomes king.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/6/73588.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/6/73588.jpg', 'path': 'full/b9ff7b59aa8bea54bc09bb4cc734588f45691025.jpg', 'checksum': 'e75dbf4eab06461b9a62b0a63ad6f133', 'status': 'downloaded'}]",Action;Adventure;Drama;Fantasy;Historical;Shounen,#1074,7.69,Spring 2015,Arslan Senki (TV)
"Life isn't easy for Anne Shirley, an 11-year-old orphan with a vast imagination and a short temper. In a twist of fate, she gets taken into the Cuthbert house in Avonlea. The elderly occupants Marilla and Matthew Cuthbert were looking for a young boy to help in the fields, but they're in for quite a shock when they realize Anne is a girl.,
,
Adapted from the acclaimed classic by L. M. Montgomery, , portrays Anne's upbringing from 11 to 17 years of age and her encounters and separations with various people. Only time will tell what major decision Anne has to make that will change her life forever.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1428/97069.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1428/97069.jpg', 'path': 'full/e2cbb4a35075f6d8f4acc4255ed527ebcc574bfd.jpg', 'checksum': 'c7c61fa48294e62ff7896c6f9ae76733', 'status': 'downloaded'}]",Slice of Life;Historical;Drama,#1073,7.69,Winter 1979,Akage no Anne
"Saving the world... by fishing?,
,
Yuki Sanada has always felt like a fish out of water. Socially awkward and anxious, he struggles to fit in with his surroundings and moves from town to town with his grandma. As he and his grandma settle into the charming seaside town of Enoshima, Yuki hopes for a fresh start. However, his reputation at school is jeopardized by the arrival of fellow transfer student Haru. The eccentric Haru immediately makes a splash, wildly claiming to be an alien and declaring that Yuki is his friend. Pairing the reluctant Yuki with their classmate and fishing talent, Natsuki Usami, he tasks both of them with the absurd mission of saving the world from a mysterious threat in the ocean. Mischief and hijinks ensue, as these three embark on a whimsical adventure filled with laughs, heart, and self-discovery!,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/4/69909.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/4/69909.jpg', 'path': 'full/ec1c2562f14d42fb1912a3ee6d3c5969ab864958.jpg', 'checksum': '8e154b96185e52a56c9aee33511a8151', 'status': 'downloaded'}]",Comedy;Sci-Fi;Slice of Life;Sports,#1072,7.69,Spring 2012,Tsuritama
"Meek salaryman Johnson discovers that he is in fact the notorious (and reportedly dead) space pirate Cobra, with a new face and altered memories. Embedded in his left arm is Cobra's unique Psychogun, a famous weapon powered by his own will. Having recovered his past, his partner-in-crime Armaroid Lady, and his spaceship, he journeys across the galaxy seeking adventure. ,
,
On his travels he will hunt for the galaxy's ultimate weapon, rob museums, break into and out of maximum-security prison, infiltrate a drug ring in the brutal and deadly sport of Rugball, engineer a coup on an alien world, confront the Pirate Guild's most fearsome leaders, and do much else besides—smoking cigars, chasing women and cracking jokes all the while.,
,
This, the 1982–83 Cobra TV anime, adapts the Cobra manga from the beginning, covering the first three major stories and building to a grand conclusion with some shorter one-off tales interspersed along the way. (The 1982 Cobra film has only a loose connection to the TV series—though it involved the same director and some of the same animators.)",https://cdn.myanimelist.net/images/anime/7/41437.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/7/41437.jpg', 'path': 'full/0d41aab52302d27395ea7b7409a4cc61486a8adf.jpg', 'checksum': 'a1af1983f75ade8911229cf142f39388', 'status': 'downloaded'}]",Action;Adventure;Sci-Fi;Space,#1070,7.69,Fall 1982,Space Cobra
"Set in the near future, humanity enters another energy revolution following the discovery of Photon Power. Derived from the ore discovered under the foothills of Mt. Fuji, its intended use was to solve the world's energy problems with its unimaginable power. Seeking this energy is Dr. Hell, a madman craving world domination who with his subordinates Baron Ashura, Count Brocken and Viscount Pygman, commands an army of mechanical beasts excavated from the ruins of ancient Greece to seize the Photon Power Lab for himself. Meeting the attack head on is the hot-blooded teenager Kabuto Kouji, who pilots the Photon Powered robot built by his grandfather, Mazinger Z. But in this battle between Dr. Hell and the Kabuto family, many legends surrounding the Mycenaean Civilization and Bardos Island, as well as the secrets of Mazinger Z remain shrouded in mystery.,
,
A new series based on the mecha show that started it all, Mazinger Z. Shin Mazinger Shougeki! Z-Hen starts over from the beginning with a new cast, to tell a new story unrelated to the original show.,
,
(Source: shin-mazinger.com)",https://cdn.myanimelist.net/images/anime/1022/92865.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1022/92865.jpg', 'path': 'full/5e71e77a102147fb840e33d628c0dada159edff1.jpg', 'checksum': '7b20c60afc6d1715f2a35f831c77dbd9', 'status': 'downloaded'}]",Action;Super Power;Drama;Mecha;Shounen,#1069,7.69,Spring 2009,Shin Mazinger Shougeki! Z-hen
